country,year,suicides_no,suicides/100k pop
Albania,1987,933.0730702238839,2.654166666666667
Albania,1988,636.3820468159225,2.705
Albania,1989,928.0730702238839,2.783333333333333
Albania,1992,1193.764093631845,1.5
Albania,1993,359.69102340796127,2.7133333333333334
Albania,1994,336.69102340796127,2.6816666666666666
Albania,1995,88.0,3.3791666666666664
Albania,1996,89.0,3.635
Albania,1997,456.69102340796127,6.452500000000001
Albania,1998,440.69102340796127,5.543333333333333
Albania,1999,425.69102340796127,5.8175
Albania,2000,627.3820468159225,2.558333333333333
Albania,2001,119.0,4.218333333333334
Albania,2002,133.0,5.2091666666666665
Albania,2003,410.69102340796127,4.883333333333334
Albania,2004,146.0,5.449166666666667
Albania,2005,3440.2922808955354,0.0
Albania,2006,3440.2922808955354,0.0
Albania,2007,410.69102340796127,5.4875
Albania,2008,160.0,5.920833333333333
Albania,2009,3440.2922808955354,0.0
Albania,2010,382.69102340796127,3.4716666666666662
Antigua and Barbuda,1985,3440.2922808955354,0.0
Antigua and Barbuda,1986,3440.2922808955354,0.0
Antigua and Barbuda,1987,3440.2922808955354,0.0
Antigua and Barbuda,1988,3440.2922808955354,0.0
Antigua and Barbuda,1989,3440.2922808955354,0.0
Antigua and Barbuda,1990,3154.601257487574,1.4366666666666665
Antigua and Barbuda,1991,3440.2922808955354,0.0
Antigua and Barbuda,1992,3440.2922808955354,0.0
Antigua and Barbuda,1993,3154.601257487574,1.25
Antigua and Barbuda,1994,3440.2922808955354,0.0
Antigua and Barbuda,1995,3440.2922808955354,0.0
Antigua and Barbuda,1998,3440.2922808955354,0.0
Antigua and Barbuda,1999,3440.2922808955354,0.0
Antigua and Barbuda,2000,2868.9102340796126,3.330833333333333
Antigua and Barbuda,2001,3155.601257487574,1.6208333333333333
Antigua and Barbuda,2002,3440.2922808955354,0.0
Antigua and Barbuda,2003,3154.601257487574,2.3183333333333334
Antigua and Barbuda,2004,2868.9102340796126,3.0050000000000003
Antigua and Barbuda,2005,3440.2922808955354,0.0
Antigua and Barbuda,2006,3440.2922808955354,0.0
Antigua and Barbuda,2007,3154.601257487574,0.665
Antigua and Barbuda,2008,3440.2922808955354,0.0
Antigua and Barbuda,2009,3440.2922808955354,0.0
Antigua and Barbuda,2012,3440.2922808955354,0.0
Antigua and Barbuda,2013,3440.2922808955354,0.0
Antigua and Barbuda,2014,3440.2922808955354,0.0
Antigua and Barbuda,2015,3154.601257487574,1.3016666666666665
Argentina,1985,1988.0,11.205833333333333
Argentina,1986,2284.0,12.741666666666667
Argentina,1987,2286.0,12.081666666666665
Argentina,1988,2354.0,12.186666666666667
Argentina,1989,2247.0,11.5775
Argentina,1990,2140.0,11.241666666666667
Argentina,1991,1951.0,9.936666666666666
Argentina,1992,2184.0,10.571666666666667
Argentina,1993,2230.0,11.230833333333335
